pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_hhinc_col,puma_hhinc_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol,puma_hhinc_marr_col,puma_hhinc_cohab_col,puma_hhinc_unpmom_col,puma_hhinc_marr_noncol,puma_hhinc_cohab_noncol,puma_hhinc_unpmom_noncol
Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1208603,1204002,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1208603,2010,south atlantic division,0,4002,04002,32.271946,67.728058,19.339184,30.986992,72000,38000,48.791496,8.1286631,43.079838,77.345505,1.7398343,20.91466,16.277256,0,32.27142,17.448824,18.210487,48.730869,78400,70000,45000,50000,35600,31700
Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1208603,1204001,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1208604,2010,south atlantic division,0,4001,04001,36.253929,63.746071,19.077475,27.792961,72000,40000,51.219261,7.6199427,41.160797,76.367424,2.1161964,21.51638,16.776791,0,29.119549,16.786486,20.573269,42.825638,80000,70000,45000,50000,40300,34000
Miami-Dade County (Northeast)--Aventura City & Surfside Town,1208604,1204007,Miami-Dade County (Northeast)--Aventura City & Surfside Town,1208605,2010,south atlantic division,0,4007,04007,26.886049,73.113953,17.797939,37.812595,78400,35000,41.952602,10.167853,47.879539,77.749725,2.7043676,19.5459,8.4096375,.0018334084,57.605015,19.931828,19.611654,57.345139,100000,64000,26700,50000,35600,22000
Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1208610,1204012,Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1208606,2010,south atlantic division,0,4012,04012,19.906,80.094002,52.443146,39.638172,23600,31000,48.046322,8.3322182,43.62146,52.96418,3.1695585,43.866261,39.292709,.0049596541,72.109932,30.253908,40.881542,49.736855,44800,39700,20000,40000,36200,19000
Miami-Dade County (Northeast)--Hialeah City (North Central),1208607,1204003,Miami-Dade County (Northeast)--Hialeah City (North Central),1208607,2010,south atlantic division,0,4003,04003,15.920907,84.079094,26.122019,33.838341,57300,38300,70.236572,4.7963018,24.967121,70.754364,8.0220766,21.223564,18.701635,45.121964,43.678238,29.403206,52.865295,42.659931,63900,50000,53000,45000,40000,32800
Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1208610,1204012,Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1208608,2010,south atlantic division,0,4012,04012,34.584393,65.415604,12.499186,31.738163,92000,40000,72.665146,4.4550576,22.879793,82.569679,2.4639988,14.966327,10.367973,0,26.314964,22.632915,35.53244,59.917187,95000,36000,56000,46000,20000,19500
Miami-Dade County (Northeast)--Hialeah City (North Central),1208607,1204003,Miami-Dade County (Northeast)--Hialeah City (North Central),1208609,2010,south atlantic division,0,4003,04003,14.622656,85.377342,24.490747,39.721802,63000,31000,60.115868,7.368432,32.515701,73.25975,3.3101988,23.430052,24.549358,33.2873,23.064713,28.769039,39.278362,60.072033,67300,50000,48800,45000,38000,19000
"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",1208608,1204012,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",1208610,2010,south atlantic division,0,4012,04012,35.280987,64.719009,12.323196,31.519646,92000,40000,73.159714,4.2551341,22.585157,82.688156,2.5027151,14.809126,10.111994,0,26.752258,22.654951,36.117397,59.368671,95000,36000,56700,46000,20000,20000
Miami-Dade County (Northeast Central)--Miami City (North),1208611,1204009,Miami-Dade County (Northeast Central)--Miami City (North),1208611,2010,south atlantic division,0,4009,04009,12.202042,87.797958,17.229345,61.929905,80000,18600,22.261377,5.5431633,72.195457,72.976784,1.3127942,25.710419,3.2123809,,57.241283,38.531986,72.250305,68.352226,105000,,18500,42000,12000,16000
Miami-Dade County (Northeast Central)--Miami City (Downtown),1208613,1204009,Miami-Dade County (Northeast Central)--Miami City (Downtown),1208612,2010,south atlantic division,0,4009,04009,41.163452,58.836548,15.138298,31.472054,86500,35000,47.696354,7.8787522,44.424892,72.46077,5.346539,22.19269,8.4137306,.024302792,40.735687,22.710117,33.154167,40.580902,120000,64000,29400,45000,40300,30000
Miami-Dade County (Northeast Central)--Miami City (Downtown),1208613,1204009,Miami-Dade County (Northeast Central)--Miami City (Downtown),1208613,2010,south atlantic division,0,4009,04009,27.434439,72.565559,20.270151,54.548286,109000,25000,42.54285,7.2263999,50.230747,83.601799,5.1999917,11.198209,15.605256,18.344597,55.99073,34.751175,66.006462,69.667,116050,104700,22000,41000,20000,16800
Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1208614,1204011,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1208614,2010,south atlantic division,0,4011,04011,26.947386,73.052612,18.556013,52.430977,100000,28000,46.257057,6.7892051,46.953739,82.958939,4.8733945,12.167666,14.394802,14.332562,48.618652,36.930679,63.787937,66.059135,110000,104700,25000,37000,25000,20000
Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1208614,1204010,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1208615,2010,south atlantic division,0,4010,04010,24.54664,75.453362,14.305522,47.905205,70000,32000,52.586834,5.7663703,41.646793,80.891571,3.6968236,15.411607,11.087515,.93204528,34.40395,38.988178,56.518238,57.972057,100000,76400,56700,36400,33000,24540
"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1208617,1204013,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1208616,2010,south atlantic division,0,4013,04013,50.191856,49.808144,7.4287834,26.82725,115000,45000,58.295143,6.6168165,35.088043,81.567772,.4062987,18.02593,8.2609978,.14479195,3.8271756,25.116673,17.398388,31.447268,135000,48000,85600,47100,101700,40000
"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1208617,1204014,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1208617,2010,south atlantic division,0,4014,04014,43.519665,56.480335,9.8713894,24.631073,95600,48000,59.098297,10.893147,30.008558,79.372124,2.1980901,18.429783,8.4337339,80.328629,7.659667,19.415949,19.487423,36.768795,102000,20000,85600,50000,73000,39100
Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1208618,1204013,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1208618,2010,south atlantic division,0,4013,04013,33.599663,66.400337,12.754159,24.235752,73000,50000,67.897644,8.9725475,23.129812,74.719582,3.4777887,21.802633,5.1736393,100,24.816494,19.948696,23.072449,37.271683,86000,20000,39000,57000,64000,39000
Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1208619,1204016,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1208619,2010,south atlantic division,0,4016,04016,33.905212,66.094788,14.814396,34.036583,80000,44800,68.399353,5.9461074,25.654539,71.652176,.2076901,28.140141,7.2330146,,34.227921,28.683186,37.075089,47.6054,80000,,45000,53000,38000,27000
"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1208620,1204017,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1208620,2010,south atlantic division,0,4017,04017,47.290741,52.709259,5.3165069,25.239346,113520,47000,71.004562,1.700498,27.294937,80.055435,.053867098,19.890701,4.6583352,,7.9798937,27.579195,25.280088,19.149971,128000,,44000,49500,40000,40000
Miami-Dade County (Southwest)--South Miami Heights,1208622,1204018,Miami-Dade County (Southwest)--South Miami Heights,1208621,2010,south atlantic division,0,4018,04018,33.742569,66.257431,11.165353,31.693289,88000,44000,61.259155,15.30163,23.439215,76.09903,1.0264714,22.874498,7.6763687,0,23.273561,25.364721,36.420132,45.147427,91000,117000,56000,60000,36000,32500
Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1208623,1204018,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1208622,2010,south atlantic division,0,4018,04018,21.84251,78.157486,10.855735,34.704491,95000,40000,44.435005,16.618477,38.946518,86.224915,.18253274,13.592556,8.8145819,,23.949648,21.60886,39.419579,47.633682,102000,,37190,55400,43000,30000
Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1208623,1204019,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1208623,2010,south atlantic division,0,4019,04019,28.051353,71.948647,12.127088,28.093954,105000,47000,50.467068,12.812565,36.720367,90.19519,.042184331,9.7626228,8.6981668,,43.858692,16.980099,35.867485,40.656052,115000,,28000,60000,45800,30000
Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1208700,1204020,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1208624,2010,south atlantic division,0,4020,04020,13.35195,86.648048,7.7090173,39.987396,80900,36000,39.093025,19.276978,41.629993,84.160057,.12629721,15.713642,9.1599483,,0,26.159811,42.388332,51.860554,82000,,32300,49100,43000,28000
Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1208700,1204020,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1208625,2010,south atlantic division,0,4020,04020,15.183297,84.816704,4.680439,31.162601,83620,38000,68.427132,10.07743,21.495434,97.127182,1.0006455,1.8721757,4.8188767,,,27.782471,60.837154,28.010754,83620,,,40000,18000,27500
Okaloosa County,1209100,1200300,Okaloosa County,1209101,2010,south atlantic division,91,300,00300,24.113987,75.886017,10.147431,15.957837,87200,45100,58.462048,11.649952,29.888,87.330109,.58742225,12.08247,7.9926143,,21.35367,8.1950788,7.4143887,34.472198,88600,,65200,53000,43000,24000
Okaloosa County,1209100,1200300,Okaloosa County,1209102,2010,south atlantic division,91,300,00300,24.113987,75.886017,10.147431,15.957837,87200,45100,58.462048,11.649952,29.888,87.330109,.58742225,12.08247,7.9926143,,21.35367,8.1950788,7.4143896,34.472202,88600,,65200,53000,43000,24000
Lake (South) & Sumter (South) Counties,1206903,1201801,Lake (South) & Sumter (South) Counties,1209501,2010,south atlantic division,69,1801,01801,18.636196,81.3638,.0142235,31.150314,85000,36600,69.120255,5.0255189,25.854229,83.98513,2.9580231,13.056843,.009485865,.010263437,.045594398,31.449133,.0090936134,36.404629,85000,90000,63000,38800,55400,24400
"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",1209502,1202202,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",1209502,2010,south atlantic division,95,2202,02202,38.607361,61.392639,7.8545647,17.996334,94000,50400,68.08522,2.4232147,29.491562,79.654678,4.0925498,16.252773,5.4108653,0,21.808937,10.629067,0,36.483353,110500,86000,50000,62400,67500,32000
Orange County (Southwest)--Disney-International Drive Region,1209503,1202202,Orange County (Southwest)--Disney-International Drive Region,1209503,2010,south atlantic division,95,2202,02202,38.503777,61.496223,7.860352,18.05237,94000,50400,68.072693,2.4777787,29.449526,79.646202,4.082407,16.271391,5.4123635,0,21.815037,10.719368,.78286642,36.455631,110500,86000,50000,62400,67500,32000
Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1209505,1202204,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1209504,2010,south atlantic division,95,2204,02204,22.792166,77.207832,11.321822,32.760567,84600,38200,53.0681,8.0384979,38.893398,78.503281,5.215127,16.281591,4.0807834,15.680796,44.838982,26.53969,7.1443691,46.543003,90000,148600,25200,48600,51000,25000
Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1209505,1202204,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1209505,2010,south atlantic division,95,2204,02204,23.457479,76.542519,9.8045416,40.669773,69000,25600,33.812531,10.878126,55.309341,73.527206,6.0867043,20.386089,5.8929501,0,26.839968,24.554918,48.89262,48.904095,76000,64900,58000,40000,24000,17800
Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),1209506,1202204,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),1209506,2010,south atlantic division,95,2204,02204,25.028463,74.971535,13.580412,45.51099,75000,20300,26.50527,5.9808826,67.513847,71.233612,.92320043,27.843189,2.5544703,,42.239307,34.226494,46.52726,49.851139,100000,,51000,38000,26600,16200
Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),1209506,1202204,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),1209507,2010,south atlantic division,95,2204,02204,45.167179,54.832821,4.230772,23.2351,100000,40400,39.825825,13.756757,46.417419,77.614883,8.9109802,13.474135,2.7436831,0,15.594809,13.114941,4.3850408,37.504726,115300,70000,70000,70000,36000,17300
Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,1209508,1202206,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,1209508,2010,south atlantic division,95,2206,02206,26.142702,73.8573,7.4446602,34.179543,70000,29000,43.365498,14.250648,42.383854,76.808556,6.623373,16.568075,7.2508993,0,11.319057,16.37183,48.958523,47.43058,72900,64900,58000,49000,24000,23440
Orange County (Southeast),1209509,1202207,Orange County (Southeast),1209509,2010,south atlantic division,95,2207,02207,32.173985,67.826019,9.1222553,26.362186,90000,44000,57.94558,8.4563684,33.598049,79.025452,2.8775187,18.097029,5.000535,6.9314814,27.469179,15.882468,28.538704,43.888443,100200,111800,44900,60000,39070,28000
Orange County (Northeast),1209510,1202207,Orange County (Northeast),1209510,2010,south atlantic division,95,2207,02207,35.907211,64.092789,8.8792372,25.426651,90000,44200,55.837925,13.406102,30.755974,78.803238,.48859933,20.708168,5.1974893,0,23.099331,9.2900801,46.785984,45.41259,100920,61000,44900,68000,22600,18000
Osceola County (West),1209701,1202300,Osceola County (West),1209701,2010,south atlantic division,97,2300,02300,20.691261,79.308739,9.7174816,25.511595,77000,38600,66.405182,9.7411699,23.853645,76.92643,.82794678,22.245625,5.910121,,23.245184,23.043999,26.706869,31.892923,80000,,54500,43400,41400,25200
Osceola County (East),1209702,1202300,Osceola County (East),1209702,2010,south atlantic division,97,2300,02300,20.691261,79.308739,9.7174816,25.511595,77000,38600,66.405182,9.7411699,23.853645,76.92643,.8279469,22.245625,5.910121,,23.245184,23.043999,26.706865,31.892923,80000,,54500,43400,41400,25200
Osceola County (West),1209701,1202300,Osceola County (West),1209703,2010,south atlantic division,97,2300,02300,20.691261,79.308739,9.7174816,25.511595,77000,38600,66.405182,9.7411699,23.853645,76.92643,.8279469,22.245625,5.910121,0,23.245184,23.043999,26.706865,31.892923,80000,86300,54500,43400,41400,25200
Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209902,1203501,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209901,2010,south atlantic division,99,3501,03501,46.04089,53.95911,3.3779712,37.095108,112500,40000,52.451157,7.113584,40.435261,87.460526,.83033788,11.709136,2.9470048,0,6.8365889,24.653881,31.329903,54.247665,126300,164000,83800,67000,42100,28100
Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209902,1203509,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209902,2010,south atlantic division,99,3509,03509,46.097118,53.902882,3.380161,37.266346,112500,40000,52.314724,7.0964804,40.588795,87.408615,.83523756,11.756146,2.9453998,.079110868,6.8472018,24.825359,31.141346,54.372364,126300,164000,83800,67000,42100,27700
Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209902,1203501,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209903,2010,south atlantic division,99,3501,03501,15.760168,84.23983,12.839939,39.550896,84200,33000,39.853901,18.031788,42.114311,70.031906,4.9979897,24.970104,16.703842,0,4.5731473,30.541702,22.776201,55.258835,100000,99800,35100,38000,41500,19000
Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),1209904,1203503,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),1209904,2010,south atlantic division,99,3503,03503,9.8327818,90.167221,0,28.373417,67000,38400,59.712158,15.739399,24.548439,67.404785,23.693535,8.9016829,0,0,0,25.485281,18.840134,41.510918,78000,67000,60280,43000,33700,27000
"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1209905,1203504,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1209905,2010,south atlantic division,99,3504,03504,13.180124,86.819878,24.980289,40.041397,77000,37000,63.196224,13.727711,23.076061,76.492485,1.9200208,21.587488,23.372229,0,32.900024,29.472313,41.647549,68.030472,105000,175000,22000,41900,47000,20000
Palm Beach County (East Central)--Greater Boynton Beach City (North),1209906,1203505,Palm Beach County (East Central)--Greater Boynton Beach City (North),1209906,2010,south atlantic division,99,3505,03505,28.445631,71.554367,11.66379,37.082222,77000,40000,41.915852,14.981344,43.102802,72.68631,1.4705914,25.8431,.24421434,0,44.446217,15.59598,45.969383,54.887848,100000,82600,28000,90000,40000,28000
Palm Beach County (East Central)--Greater Boynton Beach City (North),1209906,1203505,Palm Beach County (East Central)--Greater Boynton Beach City (North),1209907,2010,south atlantic division,99,3505,03505,21.985384,78.014618,16.571768,26.553886,87000,52000,64.151649,5.0698504,30.778498,71.358818,.012898404,28.628284,23.080999,,.35433689,16.961056,37.678833,44.715733,100000,,67000,70400,49000,26000
Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1209908,1203507,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1209908,2010,south atlantic division,99,3507,03507,49.953114,50.046886,15.403851,31.231155,100000,50000,71.494583,9.1530609,19.352358,79.492584,4.2994728,16.207937,4.5592928,0,72.677666,20.321053,30.801559,71.740189,104000,77500,25000,57500,30000,21700
Palm Beach County (West of Boca Raton City),1209909,1203508,Palm Beach County (West of Boca Raton City),1209909,2010,south atlantic division,99,3508,03508,48.111698,51.888302,9.1475439,16.857611,96400,64000,64.840668,6.1904302,28.968903,89.648018,0,10.351989,10.203845,,0,7.988122,0,40.312393,108001,,30000,84500,94600,40000
Palm Beach County (West)--Glades & Western Communities,1209911,1203509,Palm Beach County (West)--Glades & Western Communities,1209910,2010,south atlantic division,99,3509,03509,35.516006,64.483994,9.0565834,23.579916,95600,56100,64.774216,6.2685685,28.957218,86.628189,3.1932683,10.178542,4.6762142,100,17.806042,17.245333,19.763033,38.57597,103130,38000,30670,70700,69000,27000
Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209902,1203509,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209911,2010,south atlantic division,99,3509,03509,35.619282,64.380722,8.9848814,23.691761,97000,56100,64.672394,6.2753334,29.052273,86.638046,3.1634827,10.19847,4.6541567,99.666763,17.646473,17.295439,19.868183,38.756317,103130,38000,30670,70700,69000,27000
Pasco County (East Central),1210101,1202501,Pasco County (East Central),1210101,2010,south atlantic division,101,2501,02501,28.866459,71.133545,7.6738796,18.686909,96000,54000,69.239357,14.530031,16.230608,81.95314,3.9885123,14.058341,1.5526365,48.838367,31.67885,10.266335,48.480888,27.936575,105000,28000,53450,64200,36900,31401
Pasco County (Gulf Coast),1210103,1202503,Pasco County (Gulf Coast),1210102,2010,south atlantic division,101,2503,02503,22.753103,77.246895,.066714533,23.613676,95100,46500,72.552399,11.941019,15.506579,85.699348,4.5727291,9.7279234,.012908131,.37034127,.39800522,15.970123,27.933594,56.049843,109400,57000,28000,50000,31000,20540
Pasco County (South),1210104,1202501,Pasco County (South),1210103,2010,south atlantic division,101,2501,02501,18.837864,81.16214,.017647857,27.907681,91000,38500,66.093925,11.680537,22.225536,74.99733,2.103631,22.899038,.0039018146,.21295093,.044726331,17.543579,36.360943,54.285694,95000,57000,28000,43000,30000,20000
Pasco County (South),1210104,1202502,Pasco County (South),1210104,2010,south atlantic division,101,2502,02502,27.888826,72.111176,5.9915609,19.556744,96000,52000,70.642349,13.79608,15.561567,83.6241,4.2690163,12.106885,1.2410094,34.954929,28.591553,11.692866,42.782333,34.664524,105000,34400,53450,59400,32100,30000
Pinellas County (North),1210301,1202601,Pinellas County (North),1210301,2010,south atlantic division,103,2601,02601,33.356552,66.643448,15.244328,13.894502,86500,76000,79.248833,2.1601281,18.59104,81.261314,0,18.738689,11.547028,,31.277859,8.0277853,0,40.517242,120000,,51000,81400,76000,25000
Pinellas County (North Central),1210302,1202602,Pinellas County (North Central),1210302,2010,south atlantic division,103,2602,02602,38.387264,61.612736,.91589111,12.853204,90800,48000,76.80938,5.5610666,17.629559,81.675545,2.1253901,16.19906,.62667799,0,2.4942708,4.4966111,41.392933,40.259064,90800,298000,80000,56900,55000,25000
Pinellas County (North Central),1210302,1202601,Pinellas County (North Central),1210303,2010,south atlantic division,103,2601,02601,20.210119,79.789879,1.0286624,20.77387,79100,38020,54.824875,12.083726,33.091396,62.003094,7.0189104,30.977997,.0041032378,0,3.3124101,11.727446,36.156036,30.144743,95000,51500,27100,56900,41500,28000
Pinellas County (Central)--Greater Largo City,1210304,1202604,Pinellas County (Central)--Greater Largo City,1210304,2010,south atlantic division,103,2604,02604,21.667273,78.332726,7.3789411,28.84833,63500,42580,54.867332,13.212077,31.920588,65.833786,7.0588937,27.107323,0,0,27.221209,26.491388,7.5089512,41.732071,73100,63500,40000,63900,50000,23200
Pinellas County (Central)--Greater Pinellas Park City,1210306,1202606,Pinellas County (Central)--Greater Pinellas Park City,1210305,2010,south atlantic division,103,2606,02606,29.058537,70.941467,8.9754152,14.480556,96100,46400,55.622864,6.8824754,37.494659,77.247246,3.06004,19.692715,.37424198,.6335181,44.010883,9.8025208,1.0386627,23.887745,105000,52620,46000,60000,53000,28000
Pinellas County (Central)--Greater Pinellas Park City,1210306,1202608,Pinellas County (Central)--Greater Pinellas Park City,1210306,2010,south atlantic division,103,2608,02608,27.106094,72.893906,14.963995,16.222277,96000,48000,51.982819,6.6890941,41.328083,76.519295,2.874723,20.605984,4.6379671,80.439629,44.174732,5.7254481,6.1783795,31.050915,99000,13800,32000,60000,53000,25000
Pinellas County (Central)--Greater Pinellas Park City,1210306,1202605,Pinellas County (Central)--Greater Pinellas Park City,1210307,2010,south atlantic division,103,2605,02605,32.353107,67.646896,4.0764503,25.284359,114470,36400,51.893246,8.1796579,39.927094,86.987175,2.5690441,10.443784,2.4138334,16.294781,14.918969,15.293961,50.628239,33.076809,128000,48000,55000,53830,18000,25000
Pinellas County (Central)--Greater Pinellas Park City,1210306,1202608,Pinellas County (Central)--Greater Pinellas Park City,1210308,2010,south atlantic division,103,2608,02608,31.924179,68.075821,10.816666,27.184715,96000,39700,44.23262,6.4301319,49.337246,70.30825,6.3393326,23.352415,3.9917626,.047175553,34.288261,7.7118235,8.8611584,47.030979,105000,46400,87700,54000,42000,16600
Polk County (Northwest),1210501,1202401,Polk County (Northwest),1210501,2010,south atlantic division,105,2401,02401,20.725418,79.274582,6.7718244,17.71126,82800,43400,58.40947,13.263891,28.326637,82.32254,1.5365787,16.140875,4.1790552,100,11.120472,8.520998,40.096489,26.179718,93004,14000,40000,55000,23000,41600
Polk County (Northeast),1210502,1202402,Polk County (Northeast),1210502,2010,south atlantic division,105,2402,02402,10.221365,89.778633,4.8190126,30.50135,72500,31000,52.422588,18.265896,29.311514,76.859299,10.770516,12.370179,4.1913018,0,12.914991,26.565525,21.223843,43.321854,72500,91800,49000,43000,31000,23000
Polk County (Northeast),1210502,1202402,Polk County (Northeast),1210503,2010,south atlantic division,105,2402,02402,29.530951,70.469048,.00021819191,28.352312,90050,40000,81.683495,3.7727873,14.543716,93.916115,2.6158283,3.468055,.00015530514,0,.0020857616,30.479416,16.45503,19.491884,90000,114000,43600,40000,44000,36000
Polk County (South),1210504,1202403,Polk County (South),1210504,2010,south atlantic division,105,2403,02403,11.670147,88.329849,0,17.800478,65300,41000,54.97644,8.3468275,36.676731,86.506561,4.6512551,8.8421803,0,0,0,8.9884195,31.304089,27.93615,75000,26000,53000,50000,28000,32000
Hillsborough County (Northeast),1205706,1202706,Hillsborough County (Northeast),1210505,2010,south atlantic division,57,2706,02706,17.682327,82.317673,6.4475307,21.747143,78400,42000,56.514774,14.845729,28.639496,81.404419,3.0809669,15.514615,4.182373,41.542389,11.363397,13.798954,32.765858,31.719707,86800,91800,40000,50000,26700,39900
Putnam & St. Johns (South) Counties,1210700,1201200,Putnam & St. Johns (South) Counties,1210799,2010,south atlantic division,109,1200,01200,23.690647,76.309357,2.6104991,28.71398,82000,38300,56.858391,8.7441006,34.397507,88.504967,.5971278,10.897902,0,100,18.474852,15.565249,46.223888,45.997421,85000,28000,78200,57000,27500,23600
St. Johns County (North),1210900,1201200,St. Johns County (North),1210902,2010,south atlantic division,109,1200,01200,43.573334,56.426666,3.8166239,24.312597,135000,54100,62.828667,9.7181644,27.453169,90.731056,1.1349727,8.1339712,0,100,32.968536,9.6758757,26.215738,57.136147,135000,28000,40000,69600,30000,20000
St. Johns County (North),1210900,1201200,St. Johns County (North),1210903,2010,south atlantic division,109,1200,01200,43.573334,56.426666,3.8166239,24.312595,135000,54100,62.828667,9.7181644,27.453169,90.731056,1.1349727,8.1339712,0,100,32.968536,9.6758757,26.215738,57.136147,135000,28000,40000,69600,30000,20000
St. Lucie County (North),1211101,1203300,St. Lucie County (North),1211101,2010,south atlantic division,111,3300,03300,15.124728,84.875275,15.58211,30.446974,65000,37900,52.167404,13.206831,34.625767,71.024612,3.5849504,25.39044,14.975845,77.887794,8.4808941,19.181183,27.346743,48.60257,80300,35400,41000,54700,40800,22000
St. Lucie County (South),1211102,1203300,St. Lucie County (South),1211102,2010,south atlantic division,111,3300,03300,15.124728,84.875275,15.58211,30.446974,65000,37900,52.167404,13.206831,34.625767,71.024612,3.58495,25.39044,14.975845,77.887787,8.4808941,19.181183,27.346743,48.60257,80300,35400,41000,54700,40800,22000
St. Lucie County (South),1211102,1203300,St. Lucie County (South),1211103,2010,south atlantic division,111,3300,03300,15.124728,84.875275,15.582111,30.446974,65000,37900,52.167404,13.206831,34.625767,71.024612,3.5849504,25.39044,14.975845,77.887794,8.4808941,19.181183,27.346743,48.60257,80300,35400,41000,54700,40800,22000
Santa Rosa County,1211300,1200200,Santa Rosa County,1211300,2010,south atlantic division,113,200,00200,37.245182,62.754818,4.5638695,19.372883,106000,48000,71.69635,8.7639236,19.539722,81.885078,5.2914424,12.823481,0,68.59375,7.2856226,11.826706,5.319149,53.365143,106500,28500,41600,60000,60300,15000
Sarasota County (North),1211501,1202901,Sarasota County (North),1211501,2010,south atlantic division,115,2901,02901,24.554852,75.445145,1.0863661,27.981085,80000,37000,56.912403,11.283479,31.804121,65.630089,.90983158,33.460075,.9104076,,1.4610391,24.469986,47.904427,27.195665,80100,,71000,54000,30600,31300
Sarasota County (East),1211503,1202902,Sarasota County (East),1211502,2010,south atlantic division,115,2902,02902,24.538464,75.461533,4.2711191,24.777031,80000,41000,58.995827,11.093758,29.910418,70.797714,5.6914496,23.510836,2.1904974,0,11.570396,20.304085,42.449188,27.044958,80100,36000,71000,56000,40200,32000
Sarasota County (East),1211503,1202902,Sarasota County (East),1211503,2010,south atlantic division,115,2902,02902,24.521805,75.478195,7.5126901,21.521633,71000,44800,61.112637,10.900995,27.986366,76.057526,10.558375,13.384095,3.3147943,0,37.294563,16.362328,36.712055,26.870949,81500,36000,77000,56300,40200,32000
Seminole County (West),1211701,1202205,Seminole County (West),1211701,2010,south atlantic division,95,2205,02205,45.560955,54.439045,6.0034437,11.07949,101500,75000,74.800201,4.8487382,20.351065,84.394875,1.2870306,14.318098,2.0809655,0,29.663265,4.6637754,17.018063,33.245506,115000,128600,43700,82800,57000,28000
