pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_hhinc_col,puma_hhinc_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol,puma_hhinc_marr_col,puma_hhinc_cohab_col,puma_hhinc_unpmom_col,puma_hhinc_marr_noncol,puma_hhinc_cohab_noncol,puma_hhinc_unpmom_noncol
Capital Region Planning Commission 3--Baton Rouge City,2201501,2201501,Capital Region Planning Commission 3--Baton Rouge City,2201502,2010,west south central div,0,1501,01501,26.29405,73.705948,2.3985798,21.904062,77600,33300,38.657871,10.962015,50.380116,64.125694,1.1240289,34.750278,.51745003,0,5.9474678,10.299026,.34728965,35.49934,104390,48000,62800,51000,38700,17000
Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201500,2201502,Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201503,2010,west south central div,0,1502,01502,31.460255,68.539749,2.1045616,22.567116,93000,32000,35.700451,11.24942,53.050129,71.756622,1.4153686,26.828009,.71723074,0,5.9262729,10.941317,3.3263228,34.470837,120000,23000,65000,56600,30000,18000
Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201500,2201502,Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201504,2010,west south central div,0,1502,01502,41.807636,58.192364,1.2368714,16.515184,104000,48000,48.858269,11.655893,39.485844,82.253807,2.0912547,15.654935,1.5037253,0,0,16.270502,12.720198,17.938194,107000,23000,77000,60000,30000,27000
Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,2201300,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201600,2010,west south central div,0,1300,01300,26.177778,73.82222,1.9553987,14.841197,110050,52000,62.479454,8.578948,28.941599,92.346733,2.201561,5.4517055,.00030000997,0,35.862572,4.1617451,2.062443,41.684036,112800,215000,42000,71400,37500,23600
Capital Region Planning Commission 6--Livingston & St. Helena Parishes,2201700,2201600,Capital Region Planning Commission 6--Livingston & St. Helena Parishes,2201700,2010,west south central div,0,1600,01600,25.525692,74.474304,1.879135,14.917138,110050,52000,60.880726,8.163126,30.956146,91.867699,2.1157515,6.0165524,.0011765294,0,31.214788,4.1391907,2.0124555,39.516838,112800,215000,42000,71000,37500,23600
Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2201800,2202001,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2201800,2010,west south central div,0,2001,02001,30.202209,69.797791,1.8487149,14.903119,91000,37200,49.892773,10.992018,39.115211,81.054779,2.2401209,16.705101,1.251263,0,4.9955196,6.1420522,2.5487902,29.549927,102300,34600,40000,68600,26000,21500
South Central Planning & Development Commission 1--River Parishes,2201900,2202400,South Central Planning & Development Commission 1--River Parishes,2201900,2010,west south central div,0,2400,02400,20.499758,79.500244,2.5697379,29.517416,112600,50000,55.48629,8.4572124,36.056499,84.27726,1.0819949,14.640744,0,0,17.551964,21.700188,53.144329,36.005322,115000,189200,51700,72000,27600,22400
South Central Planning & Development Commission 3--Terrebonne Parish,2202100,2202200,South Central Planning & Development Commission 3--Terrebonne Parish,2202000,2010,west south central div,109,2200,02200,21.772709,78.227295,.0022053071,10.723308,93000,45870,57.912891,5.9009175,36.186188,81.050995,1.4230868,17.525921,.00029643907,0,.011212194,3.0815611,35.185307,18.964226,96000,78000,55330,70400,61650,26100
"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,2202500,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2202100,2010,west south central div,0,2500,02500,12.520192,87.479805,0,15.64036,117000,45000,59.321182,8.6627312,32.016087,74.466476,2.9827337,22.550787,0,0,0,8.2647018,13.109061,29.991293,130000,63000,76700,62910,35400,26000
Regional Planning Commission 1--St. Tammany Parish (Northwest),2202200,2202002,Regional Planning Commission 1--St. Tammany Parish (Northwest),2202201,2010,west south central div,0,2002,02002,38.359688,61.640312,4.5167842,14.442444,90200,60500,73.636871,3.3169692,23.04616,77.539009,5.4730668,16.987921,3.1957023,0,12.001868,8.8334026,30.602091,30.038589,107200,34600,43000,69600,65700,30700
Regional Planning Commission 2--St. Tammany Parish (Southeast),2202201,2202002,Regional Planning Commission 2--St. Tammany Parish (Southeast),2202202,2010,west south central div,0,2002,02002,26.730362,73.269638,.40209717,7.9090118,85200,51000,60.192108,6.1850438,33.622845,68.652054,.48722824,30.860722,.32131779,,.58814538,1.3687613,6.4180741,19.891727,97000,,62800,53000,98600,40000
Regional Planning Commission 3--Jefferson Parish (North),2202300,2201902,Regional Planning Commission 3--Jefferson Parish (North),2202301,2010,west south central div,0,1902,01902,23.821535,76.178467,1.4081883,26.907551,127000,48000,54.413776,14.077495,31.508728,90.504135,4.4165907,5.0792775,1.5559381,0,0,10.970703,31.523518,52.367245,128600,36000,47000,55000,60000,16500
Regional Planning Commission 3--Jefferson Parish (North),2202300,2201904,Regional Planning Commission 3--Jefferson Parish (North),2202302,2010,west south central div,0,1904,01904,34.027813,65.972183,4.6329556,17.26755,79000,46600,58.819378,5.6156421,35.56498,82.407654,7.0824089,10.509939,2.444428,0,24.915079,8.4889727,54.347725,25.931168,92530,79000,40000,70000,15300,28000
Regional Planning Commission 5--Jefferson Parish (West Bank),2202302,2201903,Regional Planning Commission 5--Jefferson Parish (West Bank),2202303,2010,west south central div,0,1903,01903,21.022141,78.977859,4.3660522,27.743778,110000,39000,56.882645,8.1885509,34.928806,85.84626,0,14.153734,0,,30.847353,17.53314,18.418856,46.558212,117900,,33000,50000,23000,20000
Regional Planning Commission 7--New Orleans City (Central),2202401,2201804,Regional Planning Commission 7--New Orleans City (Central),2202402,2010,west south central div,0,1804,01804,31.507778,68.492218,.70232028,39.093212,117000,21600,18.884165,11.293801,69.822029,86.399841,6.730176,6.8699822,0,0,10.223029,4.5656943,12.142605,52.790867,127000,72000,55400,60000,40000,15000
Regional Planning Commission 8--New Orleans City (South),2202402,2201804,Regional Planning Commission 8--New Orleans City (South),2202403,2010,west south central div,0,1804,01804,29.448151,70.551849,.55533719,38.628654,116000,21600,21.980936,10.178888,67.840179,86.000046,7.7344985,6.2654605,0,0,8.8634691,4.9012074,12.495867,53.477722,119000,72000,55400,60000,40000,14000
"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2202500,2201904,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2202501,2010,west south central div,0,1904,01904,16.919056,83.080948,0,25.03117,90000,47200,53.428722,9.992281,36.578995,92.507294,0,7.4927115,0,,0,6.5673962,28.163994,51.144295,107000,,45000,56000,27000,20000
Penobscot County,2300300,2300900,Penobscot County,2300100,2010,new england division,0,900,00900,21.644386,78.355614,1.4616538,8.9910278,78000,47000,64.717766,18.111942,17.170296,93.302116,0,6.6978874,0,,21.822611,4.0437317,15.181629,21.108122,78900,,42000,52200,38400,27500
"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300200,2300800,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300200,2010,new england division,0,800,00800,26.444584,73.55542,2.8580956,12.541408,92750,38800,62.599136,19.707102,17.693762,77.938065,12.030187,10.031743,2.6940937,0,7.5597143,7.3503957,17.429022,25.463032,102000,91600,42000,49400,29000,20800
Penobscot County,2300300,2300900,Penobscot County,2300300,2010,new england division,0,900,00900,24.365368,75.634628,8.1077509,17.411095,82000,46200,61.604561,17.440872,20.954569,85.976494,0,14.023503,0,,57.815445,5.4688582,58.658535,18.189201,94000,,670,72000,19700,20800
Kennebec County,2300400,2300600,Kennebec County,2300400,2010,new england division,11,600,00600,28.275099,71.724899,1.499837,16.388174,82200,42100,53.592545,9.9357328,36.471722,91.049889,1.0433649,7.9067492,0,0,18.969072,9.7613621,17.723156,25.762114,84900,50720,67000,50000,53250,24000
"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,2300500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,2010,new england division,0,500,00500,32.881008,67.118988,7.9624305,13.085844,65000,42000,63.158298,18.777422,18.064283,76.282272,6.1962619,17.521463,6.0311141,0,19.186522,7.402689,21.762674,23.936529,75000,65000,40000,50000,53820,17900
Androscoggin County,2300600,2300700,Androscoggin County,2300600,2010,new england division,1,700,00700,22.807016,77.192986,4.0946136,15.785764,68000,41500,53.464882,14.599483,31.935635,72.3713,16.000795,11.627908,0,0,35.213676,11.840949,5.1086082,27.271057,77900,28000,33714,64600,41900,24300
South Maine--York (West) & Cumberland (West) Counties,2300800,2300300,South Maine--York (West) & Cumberland (West) Counties,2300700,2010,new england division,0,300,00300,45.97979,54.02021,7.5262442,12.12925,98000,42000,74.447945,4.9295816,20.622475,91.531853,2.2770851,6.1910601,5.6240721,0,38.417114,7.7021198,5.4553528,29.706686,102000,65000,38000,48000,49400,18000
South Maine--York (West) & Cumberland (West) Counties,2300800,2300300,South Maine--York (West) & Cumberland (West) Counties,2300800,2010,new england division,0,300,00300,30.926064,69.073936,2.1677797,23.663862,92000,49400,50.872112,18.344765,30.783125,81.929848,12.359385,5.7107711,2.034332,0,8.7738504,12.080199,23.98432,42.61602,105000,48000,48000,61700,43800,27000
Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300900,2300100,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300900,2010,new england division,0,100,00100,46.861282,53.138718,1.8128859,18.677788,108000,52100,62.064098,11.242623,26.693275,87.13726,6.0379925,6.8247414,.44151241,0,20.926273,6.2511334,17.156492,48.211533,110100,65000,48000,68100,45900,27000
"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2301000,2300300,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2301000,2010,new england division,0,300,00300,43.356873,56.643127,1.2667134,38.005985,79100,30000,34.727917,24.192984,41.079098,66.236275,5.4883461,28.275379,1.883273,0,.068269849,10.1457,45.201431,57.321167,90000,70000,51600,61000,37700,21000
Allegany & Garrett Counties--Cumberland City,2400100,2400100,Allegany & Garrett Counties--Cumberland City,2400101,2010,south atlantic division,0,100,00100,26.805481,73.194519,3.8228881,14.096705,83000,45000,59.168262,13.853296,26.978439,93.164307,1.1003033,5.735393,3.677753,0,6.9138246,6.5150485,1.5025212,37.191608,83000,90500,32000,59500,55500,14000
Washington County--Hagerstown City,2400200,2400200,Washington County--Hagerstown City,2400201,2010,south atlantic division,43,200,00200,20.413353,79.586647,9.3740015,15.474728,95140,52600,63.582375,12.394527,24.023102,84.893005,.68668157,14.420313,6.5274639,,26.578072,7.1055851,11.368142,39.744247,104000,,80600,68900,32600,15001
Frederick County (Central)--Greater Frederick City,2400302,2400300,Frederick County (Central)--Greater Frederick City,2400301,2010,south atlantic division,21,300,00300,44.804413,55.195587,.62927932,14.476178,125800,77000,72.592926,7.1063704,20.300705,90.196701,4.2941384,5.5091624,.61430454,0,1.3649426,5.7797842,16.546112,44.848869,131000,113000,70000,90000,46200,36500
Frederick County (Outside Greater Frederick City),2400301,2400300,Frederick County (Outside Greater Frederick City),2400302,2010,south atlantic division,21,300,00300,44.804413,55.195587,.62927932,14.476178,125800,77000,72.592926,7.1063704,20.300705,90.196701,4.2941389,5.5091619,.61430454,0,1.3649426,5.7797842,16.546112,44.848869,131000,113000,70000,90000,46200,36500
Carroll County,2400400,2400400,Carroll County,2400400,2010,south atlantic division,13,400,00400,43.902813,56.097187,3.5909038,9.4797058,120000,95600,75.279221,12.171979,12.548806,86.001854,3.9099665,10.088177,1.8077571,0,20.184013,3.3833907,45.169716,11.432707,125090,35000,67000,103000,38800,72330
Baltimore County (Outer),2400501,2400501,Baltimore County (Outer),2400501,2010,south atlantic division,5,501,00501,46.329922,53.670078,4.0240545,21.255959,155000,65150,58.374779,13.203933,28.421289,92.824844,0,7.1751571,4.3351049,,0,4.765945,63.012188,35.725899,160000,,81200,107000,45000,42000
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,2400503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400502,2010,south atlantic division,5,503,00503,47.135311,52.864689,1.8090166,12.819987,115000,64800,44.720493,12.866926,42.412582,80.766884,2.8256621,16.407457,1.6692946,0,2.8083537,5.6152396,.7904554,24.06625,120000,53000,60500,85000,60000,48200
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,2400503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,2010,south atlantic division,5,503,00503,49.882355,50.117645,.52725607,19.427927,124000,55000,53.047104,8.0736961,38.879204,87.500366,0,12.49963,.60257584,,0,11.696914,7.1942034,32.516651,128000,,60500,73500,84000,35000
"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,2400504,"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,2010,south atlantic division,5,504,00504,37.91383,62.08617,1.8005099,10.133883,110000,55000,52.519001,16.561729,30.91927,85.938507,0,14.061491,1.8470792,,1.5158963,6.321002,3.2073331,20.320551,113400,,66000,61000,57600,44000
Baltimore County (Outer),2400501,2400501,Baltimore County (Outer),2400505,2010,south atlantic division,5,501,00501,36.4814,63.5186,5.6851082,12.140855,92800,55000,61.528809,8.2880926,30.183102,71.70507,0,28.294928,6.3701601,,3.949049,2.3515506,38.148136,24.955093,110000,,59000,71200,48500,50000
Baltimore County (Outer),2400501,2400501,Baltimore County (Outer),2400506,2010,south atlantic division,5,501,00501,17.207296,82.792702,2.1252327,20.953432,78000,60000,56.292439,9.7951136,33.912449,80.057961,6.0274882,13.914549,2.6083639,0,.26612246,17.224392,15.309312,28.773615,102040,70000,50000,73000,49120,38100
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,2400503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400507,2010,south atlantic division,5,503,00503,32.22274,67.77726,2.5661013,16.714027,100060,51000,56.671066,5.7092772,37.619659,81.322327,3.6155753,15.062097,3.1554694,0,0,19.391813,29.417908,10.752172,103020,109800,48000,59800,72000,51000
Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,2400602,Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400601,2010,south atlantic division,25,602,00602,47.969391,52.030609,2.1226349,8.3652515,114750,83000,86.818443,4.2075534,8.9740019,91.673058,.47053471,7.8564038,.83917129,0,17.225956,7.9917283,.074578837,15.866055,117000,87000,82000,84840,116000,63000
Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,2400602,Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,2010,south atlantic division,25,602,00602,26.053091,73.946907,15.93527,16.016813,95000,60200,68.034019,7.0203409,24.945644,90.907845,1.083379,8.0087767,17.529039,0,0,5.8589587,36.132137,38.059269,104900,94000,62500,70000,35300,45000
Cecil County,2400700,2400700,Cecil County,2400700,2010,south atlantic division,0,700,00700,22.254093,77.745911,0,29.905201,98000,63000,73.804764,6.7947731,19.400461,90.225563,4.2248478,5.5495882,0,0,0,23.883913,17.948719,56.99947,98000,54300,104210,70700,76000,14900
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,2400805,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,2010,south atlantic division,510,805,00805,17.583252,82.416748,26.945063,38.239117,77000,28420,23.60924,9.9388256,66.451935,72.433784,1.7697513,25.796457,23.401028,0,38.744892,9.9318237,46.90572,47.000008,86000,340000,54000,54200,25000,18900
