pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege_white,puma_shcollege_hispanic,puma_shcollege_black,puma_shcollege_asian,puma_shcollege_other,puma_shnoncollege_white,puma_shnoncollege_hispanic,puma_shnoncollege_black,puma_shnoncollege_asian,puma_shnoncollege_other,puma_shmarr_white_noncol,puma_shcoh_white_noncol,puma_shunpmom_white_noncol,puma_shmarr_hispanic_noncol,puma_shcoh_hispanic_noncol,puma_shunpmom_hispanic_noncol,puma_shmarr_black_noncol,puma_shcoh_black_noncol,puma_shunpmom_black_noncol,puma_shmarr_asian_noncol,puma_shcoh_asian_noncol,puma_shunpmom_asian_noncol,puma_shmarr_other_noncol,puma_shcoh_other_noncol,puma_shunpmom_other_noncol,puma_shmarr_white_col,puma_shcoh_white_col,puma_shunpmom_white_col,puma_shmarr_hispanic_col,puma_shcoh_hispanic_col,puma_shunpmom_hispanic_col,puma_shmarr_black_col,puma_shcoh_black_col,puma_shunpmom_black_col,puma_shmarr_asian_col,puma_shcoh_asian_col,puma_shunpmom_asian_col,puma_shmarr_other_col,puma_shcoh_other_col,puma_shunpmom_other_col,puma_shpov_white_noncol,puma_shpov_hispanic_noncol,puma_shpov_black_noncol,puma_shpov_asian_noncol,puma_shpov_other_noncol,puma_shpov_white_col,puma_shpov_hispanic_col,puma_shpov_black_col,puma_shpov_asian_col,puma_shpov_other_col,puma_hhinc_white_noncol,puma_hhinc_hispanic_noncol,puma_hhinc_black_noncol,puma_hhinc_asian_noncol,puma_hhinc_other_noncol,puma_hhinc_white_col,puma_hhinc_hispanic_col,puma_hhinc_black_col,puma_hhinc_asian_col,puma_hhinc_other_col,puma_shpov_white_noncol_marr,puma_shpov_white_noncol_coh,puma_shpov_white_noncol_unpmom,puma_shpov_hisp_noncol_marr,puma_shpov_hisp_noncol_coh,puma_shpov_hisp_noncol_unpmom,puma_shpov_black_noncol_marr,puma_shpov_black_noncol_coh,puma_shpov_black_noncol_unpmom,puma_shpov_asian_noncol_marr,puma_shpov_asian_noncol_coh,puma_shpov_asian_noncol_unpmom,puma_shpov_other_noncol_marr,puma_shpov_other_noncol_coh,puma_shpov_other_noncol_unpmom,puma_shpov_white_col_marr,puma_shpov_white_col_coh,puma_shpov_white_col_unpmom,puma_shpov_hisp_col_marr,puma_shpov_hisp_col_coh,puma_shpov_hisp_col_unpmom,puma_shpov_black_col_marr,puma_shpov_black_col_coh,puma_shpov_black_col_unpmom,puma_shpov_asian_col_marr,puma_shpov_asian_col_coh,puma_shpov_asian_col_unpmom,puma_shpov_other_col_marr,puma_shpov_other_col_coh,puma_shpov_other_col_unpmom,puma_hhinc_white_noncol_marr,puma_hhinc_white_noncol_coh,puma_hhinc_white_noncol_unpmom,puma_hhinc_hisp_noncol_marr,puma_hhinc_hisp_noncol_coh,puma_hhinc_hisp_noncol_unpmom,puma_hhinc_black_noncol_marr,puma_hhinc_black_noncol_coh,puma_hhinc_black_noncol_unpmom,puma_hhinc_asian_noncol_marr,puma_hhinc_asian_noncol_coh,puma_hhinc_asian_noncol_unpmom,puma_hhinc_other_noncol_marr,puma_hhinc_other_noncol_coh,puma_hhinc_other_noncol_unpmom,puma_hhinc_white_col_marr,puma_hhinc_white_col_coh,puma_hhinc_white_col_unpmom,puma_hhinc_hisp_col_marr,puma_hhinc_hisp_col_coh,puma_hhinc_hisp_col_unpmom,puma_hhinc_black_col_marr,puma_hhinc_black_col_coh,puma_hhinc_black_col_unpmom,puma_hhinc_asian_col_marr,puma_hhinc_asian_col_coh,puma_hhinc_asian_col_unpmom,puma_hhinc_other_col_marr,puma_hhinc_other_col_coh,puma_hhinc_other_col_unpmom
"Washington, Morgan, Noble & Monroe Counties",3903600,3903500,"Washington, Morgan, Noble & Monroe Counties",3903100,2010,east north central div,0,3500,03500,14.979257,0,45.489143,59.44326,8.6040497,85.020744,100,54.510857,40.55674,91.39595,68.711655,9.9693251,21.319017,42.857143,57.14286,0,50,14.285715,35.714287,,,,29.411766,11.764706,58.823532,87.5,1.1363636,11.363637,,,,80,0,20,,,,,,,19.335968,0,0,,24.178883,.43022153,,0,,99.763748,44000,82200,17000,,63800,83000,,86500,,1515,5.7304778,38.477661,50.015659,0,,,0,,0,,,,0,100,0,.0012403541,,3.6597087,,,,0,,,,,,,,,53600,25100,17000,82200,,,49000,,17000,,,,89400,14400,63800,83000,,35000,,,,86500,,,,,,,,
"Columbus (Far Northeast), Gahanna & New Albany Cities",3904101,3903108,"Columbus (Far Northeast), Gahanna & New Albany Cities",3903200,2010,east north central div,49,3108,03108,24.296564,.028603317,13.740763,26.510164,64.698944,75.703438,99.971397,86.259239,73.489838,35.301056,70.744011,6.8095841,22.446405,57.14286,23.809525,19.047619,62.222225,11.111112,26.666668,77.777779,11.111112,11.111112,73.07692,0,26.923079,88.484848,3.030303,8.484849,,,,68.421051,0,31.578945,88.888893,0,11.111112,85.714287,0,14.285715,16.982403,.0062565245,.057515163,0,0,1.9709836,,0,0,0,52000,38500,53300,53000,34800,90000,,88000,87000,218010,9.3545609,45.276508,24.999916,.0048456439,0,,.013011629,.074500173,.10413006,0,0,,0,,0,2.1281533,0,.0016926051,,,,0,,0,0,,,0,,,55500,30000,42100,38500,36000,,110000,53300,15600,53000,50000,,34800,,96000,90000,65000,69000,,,,88000,,65000,87000,,,218010,,
Delaware County,3904000,3902700,Delaware County,3903301,2010,east north central div,41,2700,02700,54.196144,23.805733,47.220596,75.491241,59.352516,45.803856,76.194267,52.779404,24.508759,40.647484,75.935829,6.9518714,17.112299,100,0,0,83.333328,0,16.666668,100,0,0,0,0,100,91.338577,1.968504,6.6929131,100,0,0,55.555557,0,44.444447,100,0,0,100,0,0,6.6577897,0,0,14.285715,100,.78775603,0,0,0,0,82000,119800,72000,48000,4000,142000,233000,32000,111000,190000,4.0693893,5.8646617,16.869806,0,,,0,,0,14.285715,,,,,100,.86415482,0,0,0,,,0,,0,0,,,0,,,100800,38000,40600,119800,,,72000,,9300,48000,,,,,4000,148090,117600,74220,233000,,,130200,,32000,111000,,,190000,,
Delaware County,3904000,3902700,Delaware County,3903302,2010,east north central div,41,2700,02700,54.196144,23.805731,47.220596,75.491249,59.352516,45.803856,76.194267,52.779404,24.508751,40.647484,75.935829,6.9518714,17.112299,100,0,0,83.333328,0,16.666668,100,0,0,0,0,100,91.338577,1.968504,6.6929131,100,0,0,55.555557,0,44.444447,100,0,0,100,0,0,6.6577897,0,0,14.285713,100,.78775603,0,0,0,0,82000,119800,72000,48000,4000,142000,233000,32000,111000,190000,4.0693889,5.8646622,16.869806,0,,,0,,0,14.285713,,,,,100,.86415482,0,0,0,,,0,,0,0,,,0,,,100800,38000,40600,119800,,,72000,,9300,48000,,,,,4000,148090,117600,74220,233000,,,130200,,32000,111000,,,190000,,
Licking County,3903800,3903200,Licking County,3903401,2010,east north central div,89,3200,03200,52.582687,47.570805,16.454449,45.753155,16.502991,47.417313,52.429195,83.545547,54.246845,83.497009,73.770493,6.5573769,19.672131,75,25,0,61.363636,11.363637,27.272728,66.666672,16.666668,16.666668,50,0,50,88.495575,3.0973451,8.4070797,100,0,0,50,0,50,100,0,0,85.714287,0,14.285715,4.6834679,0,19.831028,0,0,1.7573682,0,0,0,0,74000,62000,28800,42000,77500,115000,43800,52000,157500,80700,5.8359156,1.1014427,.4820371,0,,,3.3645697,33.065929,51.531052,0,,0,0,,0,1.9627945,0,0,0,,,0,,0,0,,,0,,0,79200,26500,48000,62000,,,61530,24000,17000,42000,,185000,73000,,77500,125150,129400,82700,43800,,,70000,,24000,157500,,,144760,,80700
Columbus City (Northeast),3904106,3903106,Columbus City (Northeast),3903402,2010,east north central div,49,3106,03106,54.423702,11.043395,14.186072,66.514137,24.420931,45.576298,88.956604,85.813927,33.485863,75.579071,68.345329,9.3525181,22.302158,62.5,7.1428576,30.357143,49.109413,6.6157761,44.274811,65,12.5,22.5,41.860466,2.3255813,55.813957,90.855804,3.1652992,5.978898,84.615387,0,15.384616,40.579708,0,59.420288,100,0,0,84.210526,0,15.789473,14.963724,52.449459,29.102919,16.072317,11.291077,1.2733788,0,25.025085,10.063002,0,59600,14000,24000,42400,77500,123000,46600,51000,100400,98800,7.2871099,42.498894,19.948689,32.918869,0,82.927483,11.765059,27.000576,47.6819,6.6318455,0,46.266785,0,,16.03533,1.0297456,0,6.3781133,0,,,12.00814,,31.251207,10.063002,,,0,,0,75000,25800,34600,44000,75000,5000,52000,24000,13300,42400,30100,185000,104000,,77500,125000,78000,80400,43800,,,90000,,44000,100400,,,144760,,80700
"Columbus (North), Westerville & Worthington Cities",3904102,3903102,"Columbus (North), Westerville & Worthington Cities",3903403,2010,east north central div,49,3102,03102,54.188122,20.114801,14.313796,73.425247,17.7421,45.811878,79.885201,85.686203,26.574753,82.257904,57.925407,13.403264,28.671328,62.5,4.6875,32.8125,27.789047,6.8965516,65.3144,81.53846,9.2307692,9.2307692,25.490198,3.9215689,70.588234,91.983124,2.278481,5.7383966,87.5,0,12.5,33.333336,0,66.666672,100,0,0,93.333336,0,6.666667,22.348925,65.016418,31.26474,5.7574186,31.973776,1.437256,0,46.991341,5.6816316,0,48800,10000,23500,46000,77500,114740,127000,24000,100200,98800,11.07522,45.233093,33.457603,56.260307,0,92.173561,6.2387614,32.058399,46.338264,4.6781082,0,,0,,44.242729,.85480547,0,10.138635,0,,,56.145042,,41.221352,5.6816316,,,0,,,69500,26500,22000,21800,75000,5000,63000,24000,15800,58000,30100,,100000,,77500,120900,72500,82700,127000,,,13000,,24000,100200,,,144760,,
"Columbus (Far Northwest), Dublin & Hilliard (North) Cities",3904103,3903102,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities",3903404,2010,east north central div,49,3102,03102,53.968365,28.026823,25.984016,81.308327,8.8543129,46.031635,71.973175,74.015984,18.691673,91.145691,61.679386,12.21374,26.106871,64.285713,7.1428576,28.57143,33.876221,6.1889248,59.934853,84.313728,7.8431377,7.8431377,37.142857,2.8571429,60.000004,91.935486,2.2580645,5.8064518,88.235298,0,11.764706,35.714287,0,64.285713,100,0,0,,,,15.389499,29.63463,15.782915,.96396291,2.3510957,2.1665933,0,68.919266,.77882737,,58900,75000,61530,97000,100000,111000,127000,13000,98400,,13.542364,27.470499,12.997929,77.531517,0,85.205147,15.566681,,16.117912,.75407273,,,0,,18.433344,.82810307,0,16.134003,0,,,96.497955,,15.279635,.77882737,,,,,,72500,60000,22000,21800,75000,5000,63000,,16200,97000,,,100000,,77500,120000,51000,110000,127000,,,13000,,32300,98400,,,,,
Columbus (Far West) & Hilliard (South) Cities,3904111,3903101,Columbus (Far West) & Hilliard (South) Cities,3903405,2010,east north central div,49,3101,03101,45.008579,15.833476,14.029844,80.867943,29.278692,54.991421,84.166527,85.970154,19.132057,70.721306,58.956112,13.285884,27.758009,61.42857,5.7142859,32.857143,28.157896,6.3157892,65.526321,85.454544,3.6363635,10.909091,28.20513,2.5641026,69.230774,91.414749,1.9347038,6.6505442,87.5,0,12.5,35.416664,0,64.583328,100,0,0,100,0,0,11.376797,17.79357,20.162439,4.5792785,22.29104,1.9468043,0,59.200001,3.2779553,0,62000,26000,27300,95000,100000,104300,90460,13000,93550,146300,5.0835776,22.350254,26.145245,19.956926,0,20.788111,16.890932,2.2603903,25.325823,3.6057982,,,2.0971665,,63.784641,.33793196,0,18.395823,0,,0,74.483643,,44.049599,3.2779553,,,0,,,67160,53700,28700,18200,75000,26000,32000,33000,21300,95000,,,100000,,16200,111800,72500,56000,90460,,86900,13000,,32300,93550,,,146300,,
Columbus City (Central),3904105,3903106,Columbus City (Central),3903406,2010,east north central div,49,3106,03106,51.125153,19.667618,7.2710266,54.680782,4.8561239,48.874847,80.332382,92.728973,45.319218,95.143875,49.581005,16.061453,34.35754,65.753426,1.369863,32.876713,20.352251,7.436399,72.211349,76,8,16,10.204082,4.0816326,85.714287,91.75824,2.1978023,6.0439563,90.909096,0,9.090909,28.846153,0,71.153847,100,0,0,,,,37.298687,86.879211,42.515121,10.860003,73.509621,1.162137,0,45.22681,8.7077808,,32200,0,17600,46000,1400,104800,154800,13000,100200,,12.825635,59.006004,54.339684,69.65728,,97.289841,5.0421143,35.68454,51.823841,5.3027482,,,,0,89.487907,.94575745,0,4.9746051,0,,,25.362543,,54.151684,8.7077808,,,,,,60000,20600,15400,12000,,0,65000,21300,11400,46000,,,,40100,1400,104800,51000,56000,154800,,,123160,,5500,100200,,,,,
Columbus City (Central),3904105,3903104,Columbus City (Central),3903407,2010,east north central div,49,3104,03104,48.514908,5.4457231,10.095448,55.040436,26.049965,51.485092,94.554276,89.904556,44.959564,73.950035,54.74934,13.456464,31.794197,60.747665,5.6074762,33.644859,36.436169,6.9148936,56.648933,57.692307,11.538462,30.769232,25,3.125,71.875,90.636703,3.2459426,6.1173534,90,0,10,37.931034,0,62.068962,100,0,0,88.888893,0,11.111112,22.853464,52.83551,36.167927,40.691776,40.573917,.88267159,0,19.606848,14.163658,0,46100,14000,21000,50900,40100,114600,154800,51000,100400,92100,7.4596295,49.167637,29.36841,27.2344,0,81.805458,20.764034,21.111685,49.157204,9.3718214,0,94.851288,.39620543,0,74.045258,.64684224,0,6.2292523,0,,,0,,29.482206,14.163658,,,0,,,68800,24300,30300,40900,26900,14000,41900,18200,10400,42400,30100,61300,104000,40100,1400,120000,72500,80400,154800,,,122000,,51000,100400,,,92100,,
Columbus (Southeast) & Reynoldsburg Cities,3904108,3903109,Columbus (Southeast) & Reynoldsburg Cities,3903408,2010,east north central div,49,3109,03109,28.114662,15.081495,8.6444569,5.6828547,19.341311,71.885338,84.918503,91.355545,94.317146,80.658691,47.368423,14.786967,37.844612,58.823532,8.8235292,32.352943,43.566589,5.6433411,50.790066,57.14286,7.1428576,35.714287,37.5,4.166667,58.333332,87.261147,3.8216562,8.9171972,100,0,0,40.816326,0,59.183674,,,,100,0,0,26.356506,47.642986,36.504726,31.600649,28.756025,.065045588,0,5.8069859,,0,44000,23400,19100,49000,92100,100000,154800,51000,,92100,7.9361649,24.364679,47.164433,23.908169,0,81.340355,30.945726,3.5240662,43.759739,3.1422789,,96.341179,1.6971869,,58.111023,.07267569,0,0,0,,,0,,8.861598,,,,0,,,63000,33200,21860,40900,26900,23400,33500,18200,15800,46300,,61300,104000,,16200,103000,39800,31900,154800,,,108500,,51000,,,,92100,,
Columbus (Southeast) & Reynoldsburg Cities,3904108,3903109,Columbus (Southeast) & Reynoldsburg Cities,3903409,2010,east north central div,49,3109,03109,28.055206,8.6050186,9.3812857,15.256188,17.391291,71.944794,91.394981,90.618713,84.743813,82.608711,52.43129,14.376322,33.19239,59.689922,5.4263568,34.88372,39.256199,6.3360887,54.407715,67.85714,7.1428576,25,26.086956,6.521739,67.391304,89.30481,2.4955437,8.1996431,83.333328,0,16.666668,37.804878,0,62.195122,100,0,0,100,0,0,22.054678,39.232002,34.721256,18.205252,26.923414,.58264947,0,3.0301311,.28375679,0,47500,23400,21600,50000,92100,98150,154800,54600,49000,92100,3.4206822,17.990509,49.25428,16.789431,0,68.48381,32.986504,2.1900847,40.759495,1.1761174,,84.076927,6.3283181,0,63.598816,.19463223,0,4.5153108,0,,,0,,4.5627723,.28375679,,,0,,,63000,37400,15900,40000,51300,23400,33500,37000,16900,46300,,61300,104000,60620,16200,100000,86500,53500,154800,,,108500,,50000,49000,,,92100,,
Columbus (Far West) & Hilliard (South) Cities,3904111,3903102,Columbus (Far West) & Hilliard (South) Cities,3903410,2010,east north central div,49,3102,03102,20.602667,10.587231,2.8668492,.60907698,.0035655596,79.397331,89.412766,97.133148,99.390923,99.996437,57.816715,13.746632,28.436657,61.764706,4.4117646,33.823528,26.648352,6.5934072,66.75824,82.608696,4.347826,13.043478,22.222223,2.7777779,75,91.13372,2.0348837,6.8313956,86.36364,0,13.636364,34.146343,0,65.853661,,,,,,,17.471064,31.771458,35.632195,4.7216372,78.215286,1.2837311,0,32.750893,,,43000,19000,17600,46000,15610,100000,154800,9200,,,6.5989003,23.566654,35.356846,33.643261,,22.071896,36.418415,3.8752067,39.89827,1.6581036,,19.432861,99.893364,,73.141418,1.443958,0,.24708512,0,,,.21235025,,62.169796,,,,,,,48920,24200,26500,19000,,18200,8800,21000,18000,46000,,213000,15610,,15100,110000,39800,52000,154800,,,100000,,5400,,,,,,
Columbus (Far West) & Hilliard (South) Cities,3904111,3903102,Columbus (Far West) & Hilliard (South) Cities,3903411,2010,east north central div,49,3102,03102,32.971558,11.279585,7.6045332,66.483154,0,67.028442,88.720413,92.39547,33.516846,100,66.492149,11.169285,22.33857,55.35714,5.3571429,39.285713,62.5,5.147059,32.352943,91.666672,0,8.333334,66.666672,11.111112,22.222223,88.736267,1.6483518,9.6153851,66.666672,0,33.333336,45.454548,0,54.545456,100,0,0,,,,10.304779,12.544797,24.457432,0,33.715775,2.0411255,0,4.8170037,0,,62000,26000,32000,66000,60620,95040,90460,54600,49000,,.72631872,8.0096073,41.546745,6.9002352,0,19.754358,32.269154,0,19.059853,0,,,25.06752,,,.14811531,0,18.386204,0,,0,11.460702,,0,0,,,,,,67080,57000,27000,21800,51300,26000,26100,33000,33000,50000,,,103830,,,97000,120000,53500,90460,,86900,91000,,48000,49000,,,,,
"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village",3904109,3903109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village",3903500,2010,east north central div,49,3109,03109,34.055897,.0030491084,75.411781,99.991241,19.642506,65.944107,99.996948,24.588219,.0087585449,80.357498,65.371025,11.837456,22.791519,57.14286,2.3809524,40.476192,59.595959,6.060606,34.343433,,,,37.5,37.5,25,89.272026,.76628351,9.9616852,,,,57.894737,0,42.105263,100,0,0,100,0,0,16.343983,.015101884,.081970342,,.00082874339,.000089640125,,0,0,0,56600,58200,45000,,70200,105800,,295000,66000,590000,1.0932882,53.905636,45.269463,,,.010592067,,,.02964551,,,,,0,,.000023381062,,.0011727666,,,,0,,,0,,,0,,,74500,12000,33500,,,58200,,,45000,,,,,70200,,105800,,69000,,,,295000,,,66000,,,590000,,
Greene County,3904700,3903900,Greene County,3903600,2010,east north central div,57,3900,03900,38.202564,50.36499,48.821396,93.86837,70.494576,61.797436,49.63501,51.178604,6.1316299,29.505424,67.226891,11.134454,21.638657,42.857143,21.428572,35.714287,21.686749,8.4337349,69.879517,60.000004,13.333334,26.666668,33.333336,0,66.666672,84.239128,2.7173913,13.043478,100,0,0,60.526318,2.6315789,36.842106,100,0,0,75,0,25,17.918993,.0025255294,.057560205,.072182953,99.889221,13.719061,0,22.244757,0,0,48910,56930,30000,35100,4900,82300,112000,72000,92300,110150,2.7109618,34.937943,47.087101,,0,.0015873954,.0050525591,,.071723446,0,,,,,99.993912,0,0,58.208664,0,,,0,100,,0,,,0,,0,67000,25000,20270,,56930,68000,108500,,30000,35100,,,,,4900,103000,110000,23000,112000,,,72000,7000,,92300,,,102200,,114000
"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",3904602,3904101,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",3903701,2010,east north central div,113,4101,04101,19.343168,23.832266,9.2049751,.73135215,0,80.65683,76.167732,90.795029,99.268646,100,68.328445,11.436951,20.234604,50,16.666668,33.333336,20.625,8.75,70.625,57.14286,14.285715,28.57143,40,0,60.000004,78.888885,3.3333335,17.777779,100,0,0,54.838711,0,45.161289,,,,,,,10.103861,3.6154888,26.613247,9.1830606,13.342703,0,0,13.809298,,,53000,20000,30000,78300,24000,94000,90000,88600,,,4.9648175,8.0434322,28.68524,3.7292628,0,,5.2197313,9.1365452,30.62118,0,0,22.41993,0,,73.718849,0,0,0,0,,,0,,33.910816,,,,,,,56000,60300,28000,20000,37800,,63410,53600,16800,78300,69000,30000,24000,,4800,99000,92000,68000,90000,,,95000,,56500,,,,,,
"Darke, Shelby & Preble Counties",3904500,3902900,"Darke, Shelby & Preble Counties",3903702,2010,east north central div,0,2900,02900,26.863176,55.055683,10.157289,23.92996,0,73.136826,44.944317,89.842712,76.070038,100,69.444443,12.830688,17.724867,78.260872,0,21.73913,25.517241,8.965518,65.517242,100,0,0,44.444447,0,55.555557,89.772728,.37878788,9.848485,77.777779,0,22.222223,48.27586,0,51.724136,100,0,0,,,,28.158119,.044637967,15.564944,0,0,.59264171,79.334106,39.719807,.12718049,,45000,83000,39200,68500,8100,122400,0,19000,327000,,23.654919,51.435478,36.372463,.048718609,,,5.9202638,0,27.291086,0,,,,,,.22546011,0,3.933641,92.088989,,,0,,52.579803,.12718049,,,,,,56000,21000,23920,83000,,,63410,43300,22500,68500,,,,,,126400,79300,68000,0,,,68000,,9420,327000,,,,,
Montgomery County (East Central)--Dayton & Riverside Cities,3904603,3904102,Montgomery County (East Central)--Dayton & Riverside Cities,3903703,2010,east north central div,113,4102,04102,17.426952,15.98283,15.795705,58.641315,0,82.573044,84.017166,84.204292,41.358685,100,69.400002,12.6,18,65,10,25,22.352942,8.2352943,69.411766,64.705887,11.764706,23.529411,45.454548,0,54.545456,86.5,1.5,12,75,0,25,52.941177,0,47.058823,100,0,0,,,,26.203865,66.156349,51.074963,7.5341969,13.189347,.94349802,67.389832,35.646244,0,,38000,20000,12300,69000,4500,108400,0,37900,22500,,22.493269,29.382023,37.369236,71.97216,,60.287231,6.4203434,46.021046,63.352238,0,,22.41993,0,,14.751233,.39303651,,3.4555595,76.375648,,,0,,62.37812,0,,,,,,39700,24500,45000,27000,,340,73060,31500,7100,78300,,30000,24000,,4500,108400,,104600,0,,,37900,,15000,22500,,,,,
Montgomery County (Southeast)--Kettering & Centerville Cities,3904604,3904103,Montgomery County (Southeast)--Kettering & Centerville Cities,3903704,2010,east north central div,113,4103,04103,38.076916,55.066196,15.361232,59.955399,0,61.923084,44.933804,84.638771,40.044601,100,69.605263,13.68421,16.710526,66.666672,5.5555558,27.777779,22.826088,9.057971,68.115944,70,10,20,37.5,0,62.5,87.767586,.91743118,11.314984,71.428574,0,28.57143,53.571426,0,46.42857,100,0,0,,,,12.96458,.019820159,.16367492,.0020805076,.041337494,2.6054659,79.385406,.118069,0,,53200,83000,32400,68500,103180,110000,0,36450,327000,,.0072453055,46.153797,22.572681,.015192561,,.070321441,.012643737,,.20270927,0,,,0,,,.95174265,,23.23868,92.158112,,0,0,,.18662205,0,,,,,,71000,35500,19200,83000,,12300,52000,,31000,68500,,,103180,,,113010,,23200,0,,93900,65310,,36450,327000,,,,,
"Butler County (North & West)--Middletown, Oxford & Trenton Cities",3905403,3904302,"Butler County (North & West)--Middletown, Oxford & Trenton Cities",3903801,2010,east north central div,17,4302,04302,32.787567,34.233589,36.339046,81.898102,50.272118,67.212433,65.766411,63.660954,18.101898,49.727882,71.10553,9.798995,19.095478,44.444447,0,55.555557,25.925926,11.111112,62.962959,66.666672,33.333336,0,16.666668,0,83.333328,89.406784,.42372882,10.169491,66.666672,0,33.333336,57.14286,7.1428576,35.714287,100,0,0,0,66.666672,33.333336,9.2481613,40.803677,43.557022,0,81.341118,2.1288986,0,18.876995,6.1988449,0,65000,63500,64000,51200,23020,96000,405500,94200,48000,41600,7.0818791,.80776709,24.878166,0,,100,0,0,90.087341,0,,,100,,56.350624,.76211298,0,18.720549,0,,,0,0,100,6.1988449,,,,0,,75100,28800,35000,63500,,18000,64000,133000,8100,29000,,,23020,,20000,100000,91000,39000,405500,,,94200,32000,28000,48000,,,,41600,
Butler County (South Central)--Hamilton & Fairfield Cities,3905402,3904302,Butler County (South Central)--Hamilton & Fairfield Cities,3903802,2010,east north central div,17,4302,04302,32.625576,28.400734,40.040241,63.101048,70.281769,67.37442,71.599266,59.959759,36.898952,29.718231,71.980682,9.1787443,18.84058,37.5,0,62.5,21.428572,0,78.571426,66.666672,33.333336,0,0,0,100,87.60331,0,12.396694,60.000004,0,40,28.57143,14.285715,57.14286,100,0,0,0,66.666672,33.333336,9.181963,72.785622,56.577183,0,56.350624,1.8433578,0,53.316582,16.399778,0,65000,18000,2500,51200,20000,96000,122500,28000,106000,41600,6.0707307,7.0475006,20.95019,0,,100,0,,70.810585,0,0,,,,56.350624,0,,10.133206,0,,0,0,0,100,16.399778,,,,0,0,66000,49500,31200,21300,,18000,24070,,570,29000,53000,,,,20000,103000,,51800,122500,,63400,150100,32000,28000,106000,,,,41600,55000
Butler County (Southeast)--Monroe City & Beckett Ridge,3905401,3904301,Butler County (Southeast)--Monroe City & Beckett Ridge,3903803,2010,east north central div,17,4301,04301,32.722889,29.93956,38.344296,68.23896,66.178268,67.277115,70.06044,61.655704,31.76104,33.821732,71.404961,9.5867767,19.008265,41.176472,0,58.823532,24.390244,7.3170729,68.292686,66.666672,33.333336,0,9.090909,0,90.909096,88.795517,.28011206,10.92437,63.636364,0,36.363636,47.619049,9.5238094,42.857143,100,0,0,0,66.666672,33.333336,9.2216921,64.865273,50.417103,0,63.885803,2.0152304,0,38.36108,13.053375,0,65000,18000,12000,51200,23020,96000,122500,32000,87000,41600,6.6839194,3.1984813,23.166708,0,,100,0,0,77.597427,0,0,,,,56.350624,.47925141,,13.468506,0,,0,0,0,100,13.053375,,,,0,0,72500,49500,35000,63500,,18000,64000,133000,1000,29000,53000,,,,20000,101010,,41000,122500,,63400,130000,32000,28000,87000,,,,41600,55000
"Warren County (West)--Mason, Franklin & Springboro (West) Cities",3905302,3904200,"Warren County (West)--Mason, Franklin & Springboro (West) Cities",3903901,2010,east north central div,165,4200,04200,45.380856,75.780273,92.111031,63.047836,100,54.619144,24.219727,7.8889694,36.952164,0,73.931625,5.9829059,20.08547,60.000004,40,0,0,0,100,100,0,0,,,,91.037735,1.4150944,7.5471697,85.714287,14.285715,0,60.000004,0,40,95,0,5,0,0,100,7.144455,0,100,0,,2.8094425,0,0,0,0,65000,31000,18000,33000,,103000,86000,65200,96600,40000,6.1579423,0,11.921196,0,0,,,,100,0,,,,,,1.0867902,0,17.956522,0,0,,0,,0,0,,0,,,0,73100,60000,30600,116000,31000,,,,18000,33000,,,,,,112000,83000,61000,58000,89000,,136000,,23000,96600,,85500,,,40000
Warren County (East)--Lebanon & Springboro (East) Cities,3905301,3904200,Warren County (East)--Lebanon & Springboro (East) Cities,3903902,2010,east north central div,165,4200,04200,45.330421,75.637611,91.311684,63.033569,98.867561,54.669579,24.362389,8.6883163,36.966431,1.1324387,69.599113,12.360802,18.040089,65.217392,13.043478,21.73913,23.85321,10.091743,66.055046,100,0,0,,,,91.304352,1.2077295,7.4879227,80,10,10,58.823532,0,41.176472,96,0,4,,,,7.1840243,.044066399,90.016518,0,,2.8080127,.37550196,0,0,0,65000,31000,18000,33000,,103000,86000,65200,96600,40000,6.1333008,.62631387,11.967723,.026837155,.05430717,,,,92.764633,0,,,,,,1.0859807,0,17.969273,.43470952,0,,0,,0,0,,0,,,0,73100,60000,30600,116000,31000,,,,18000,33000,,,,,,112000,83000,61000,58000,89000,,136000,,23000,96600,,85500,,,40000
"Highland, Clinton & Adams Counties",3905200,3904700,"Highland, Clinton & Adams Counties",3904000,2010,east north central div,0,4700,04700,16.177776,1.4108843,54.416603,1.1402571,20.87484,83.82222,98.589119,45.583397,98.859741,79.12516,67.178505,12.571977,20.249519,55.555557,44.444447,0,22.222223,0,77.777779,100,0,0,60.000004,0,40,91.032608,1.3586956,7.6086955,,,,71.428574,0,28.57143,,,,0,0,100,19.293568,82.86895,57.415955,0,7.9362764,2.4999073,,0,,0,39800,12000,10000,56300,83300,91000,,152100,,69000,12.588263,25.433031,37.779408,50.373669,99.559875,,,,66.780846,0,,,18.780058,,0,1.0964974,,20.879763,,,,0,,,,,,,,0,47000,30600,25000,19170,12000,,,,10000,56300,,,35840,,83300,97000,,36000,,,,152100,,,,,,,,69000
